User_ID,Session_ID,Event,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag,timestamp
USR00259,SES00259,browse,Unknown,Unknown,Organic,Sports,0.0,yes,"2025-10-29 19:14:24"
USR00264,SES00264,browse,Tablet,West,"Google Ads",Sports,0.0,yes,"2025-10-20 02:10:37"
USR00266,SES00266,browse,Desktop,North,Organic,Fashion,0.0,yes,"2025-10-30 21:39:15"
USR00267,SES00267,purchase,Mobile,West,"Social Media",Fashion,1181.28,no,"2025-10-03 20:04:59"
USR00274,SES00274,browse,Unknown,North,"Social Media",Beauty,0.0,yes,"2025-10-12 03:54:32"
USR00276,SES00276,add_to_cart,Mobile,West,"Social Media",Electronics,0.0,yes,"2025-10-26 13:44:23"
USR00277,SES00277,browse,Desktop,Unknown,"Google Ads",Beauty,0.0,yes,"2025-10-19 00:54:46"
USR00282,SES00282,add_to_cart,Mobile,Unknown,"Google Ads",Sports,0,yes,"2025-10-07 00:23:40"
USR00287,SES00287,add_to_cart,Desktop,West,"Google Ads",Beauty,0.0,yes,"2025-10-16 15:23:11"
USR00289,SES00289,browse,Desktop,North,"Social Media",Home,0,yes,"2025-10-26 15:49:45"
USR00290,SES00290,checkout,Desktop,North,Email,Sports,0.0,yes,"2025-10-24 03:17:56"
USR00291,SES00291,checkout,Tablet,East,"Google Ads",Home,0.0,yes,"2025-10-28 17:01:09"
USR00292,SES00292,browse,Tablet,West,Email,Electronics,0.0,yes,"2025-10-20 00:00:00"
USR00293,SES00293,add_to_cart,Tablet,South,"Social Media",Fashion,0,yes,"2025-10-10 05:12:18"
USR00294,SES00294,purchase,Desktop,East,Organic,Fashion,1621.61,no,"2025-10-04 04:45:46"
USR00296,SES00296,browse,Tablet,East,"Social Media",Electronics,0.0,yes,"2025-10-11 15:57:07"
USR00297,SES00297,add_to_cart,Tablet,South,"Social Media",Sports,0.0,yes,"2025-10-31 17:31:44"
USR00299,SES00299,purchase,Mobile,West,Organic,Beauty,405.19,no,"2025-10-06 18:04:23"
USR00301,SES00301,add_to_cart,Unknown,Unknown,Organic,Home,0.0,yes,"2025-10-31 19:25:15"
USR00303,SES00303,checkout,Tablet,West,Organic,Beauty,0.0,yes,"2025-10-12 12:59:51"
USR00311,SES00311,browse,Desktop,South,Organic,Sports,0.0,yes,"2025-10-23 13:27:05"
USR00314,SES00314,purchase,Mobile,West,Email,Home,292.63,no,"2025-10-04 05:55:28"
USR00318,SES00318,browse,Tablet,South,Organic,Home,0,yes,"2025-10-16 15:29:34"
USR00319,SES00319,add_to_cart,Tablet,Unknown,Organic,Sports,0.0,yes,"2025-10-05 07:04:20"
USR00320,SES00320,browse,Desktop,Unknown,"Social Media",Fashion,0.0,yes,"2025-10-23 19:23:54"
USR00323,SES00323,browse,Desktop,South,Organic,Home,0.0,yes,"2025-10-02 05:05:32"
USR00324,SES00324,browse,Tablet,East,"Social Media",Electronics,0,yes,"2025-10-22 08:51:22"
USR00325,SES00325,add_to_cart,Mobile,North,"Social Media",Sports,0.0,yes,"2025-10-05 19:25:10"
USR00326,SES00326,browse,Desktop,North,Email,Home,0.0,yes,"2025-10-03 11:13:17"
USR00329,SES00329,browse,Mobile,South,Organic,Sports,0.0,yes,"2025-10-16 20:03:39"
USR00330,SES00330,checkout,Desktop,East,Email,Home,0.0,no,"2025-10-18 04:10:26"
USR00332,SES00332,purchase,Desktop,Unknown,Email,Beauty,1621.3,no,"2025-10-05 11:01:10"
USR00333,SES00333,add_to_cart,Mobile,West,"Google Ads",Beauty,0.0,no,"2025-10-19 04:37:11"
USR00334,SES00334,browse,Desktop,South,Organic,Fashion,0.0,yes,"2025-10-22 00:27:35"
USR00335,SES00335,checkout,Desktop,West,Email,Sports,0.0,yes,"2025-10-14 17:23:56"
USR00338,SES00338,add_to_cart,Mobile,North,"Social Media",Sports,0.0,yes,"2025-10-26 00:00:15"
USR00351,SES00351,browse,Tablet,Unknown,Organic,Beauty,0,yes,"2025-10-19 16:33:20"
USR00358,SES00358,browse,Unknown,West,"Google Ads",Fashion,0.0,yes,"2025-10-04 11:23:08"
USR00361,SES00361,browse,Desktop,South,"Google Ads",Electronics,0.0,yes,"2025-10-16 15:07:53"
USR00365,SES00365,add_to_cart,Desktop,South,Organic,Home,0.0,no,"2025-10-03 07:48:41"
USR00368,SES00368,add_to_cart,Desktop,Unknown,"Social Media",Beauty,0.0,yes,"2025-10-04 05:56:39"
USR00371,SES00371,add_to_cart,Mobile,Unknown,Email,Beauty,0.0,yes,"2025-10-17 20:56:08"
USR00372,SES00372,add_to_cart,Desktop,North,Email,Beauty,0,yes,"2025-10-09 11:37:13"
USR00377,SES00377,browse,Desktop,South,"Google Ads",Beauty,0.0,yes,"2025-10-17 03:00:45"
USR00378,SES00378,browse,Mobile,Unknown,Email,Beauty,0.0,yes,"2025-10-22 19:21:07"
USR00383,SES00383,browse,Desktop,West,Email,Home,0.0,yes,"2025-10-23 05:34:46"
USR00385,SES00385,purchase,Unknown,South,Email,Home,1403.43,no,"2025-10-18 10:54:06"
USR00389,SES00389,add_to_cart,Desktop,East,"Social Media",Beauty,0.0,yes,"2025-10-13 08:20:37"
USR00392,SES00392,browse,Mobile,North,Organic,Fashion,0.0,yes,"2025-10-25 23:37:26"
USR00397,SES00397,checkout,Tablet,North,"Google Ads",Electronics,0.0,yes,"2025-10-13 06:14:17"
USR00401,SES00401,browse,Tablet,Unknown,"Social Media",Home,0,yes,"2025-10-04 22:54:02"
USR00402,SES00402,checkout,Desktop,West,Organic,Fashion,0.0,no,"2025-10-23 09:42:32"
USR00409,SES00409,add_to_cart,Desktop,West,Email,Sports,0,yes,"2025-10-13 08:33:12"
USR00412,SES00412,browse,Unknown,North,Organic,Beauty,0.0,yes,"2025-10-08 04:31:01"
USR00413,SES00413,checkout,Tablet,South,"Google Ads",Sports,0,no,"2025-10-18 01:02:26"
USR00418,SES00418,browse,Desktop,Unknown,Organic,Home,0.0,yes,"2025-10-02 09:42:43"
USR00420,SES00420,add_to_cart,Mobile,West,"Social Media",Home,0.0,yes,"2025-10-16 21:57:15"
USR00425,SES00425,browse,Mobile,South,"Social Media",Sports,0.0,yes,"2025-10-25 02:50:36"
USR00427,SES00427,checkout,Tablet,West,"Google Ads",Home,0.0,yes,"2025-10-12 16:22:48"
USR00428,SES00428,browse,Mobile,West,Organic,Beauty,0.0,yes,"2025-10-02 08:34:58"
USR00430,SES00430,browse,Mobile,North,Organic,Fashion,0.0,yes,"2025-10-28 23:54:47"
USR00432,SES00432,checkout,Tablet,North,Email,Fashion,0.0,yes,"2025-10-11 23:02:02"
USR00436,SES00436,add_to_cart,Mobile,West,"Google Ads",Sports,0.0,yes,"2025-10-17 13:08:56"
USR00441,SES00441,add_to_cart,Tablet,East,"Google Ads",Beauty,0.0,yes,"2025-10-17 11:22:42"
USR00442,SES00442,add_to_cart,Mobile,West,"Social Media",Home,0.0,yes,"2025-10-21 02:59:08"
USR00443,SES00443,browse,Tablet,Unknown,"Google Ads",Electronics,0.0,yes,"2025-10-22 19:23:44"
USR00445,SES00445,add_to_cart,Desktop,East,"Social Media",Fashion,0.0,yes,"2025-10-07 14:24:21"
USR00448,SES00448,browse,Tablet,North,Organic,Sports,0.0,yes,"2025-10-11 16:58:57"
USR00450,SES00450,browse,Tablet,South,Organic,Home,0.0,yes,"2025-10-29 05:17:51"
USR00451,SES00451,browse,Desktop,South,"Social Media",Fashion,0.0,yes,"2025-10-25 08:51:54"
USR00457,SES00457,browse,Desktop,East,Email,Home,0.0,yes,"2025-10-14 05:06:21"
USR00462,SES00462,checkout,Desktop,Unknown,Organic,Beauty,0.0,yes,"2025-10-25 14:54:53"
USR00471,SES00471,purchase,Tablet,Unknown,Organic,Sports,314.86,no,"2025-10-02 17:56:44"
USR00473,SES00473,browse,Mobile,North,"Google Ads",Home,0.0,yes,"2025-10-23 06:52:26"
USR00474,SES00474,browse,Desktop,West,"Google Ads",Sports,0.0,yes,"2025-10-08 14:38:22"
USR00476,SES00476,browse,Tablet,East,"Google Ads",Home,0.0,yes,"2025-10-28 08:23:30"
USR00478,SES00478,add_to_cart,Tablet,East,Organic,Sports,0.0,yes,"2025-10-18 11:33:56"
USR00479,SES00479,add_to_cart,Unknown,East,"Google Ads",Fashion,0.0,yes,"2025-10-24 01:03:07"
USR00484,SES00484,add_to_cart,Unknown,South,Organic,Beauty,0.0,yes,"2025-10-05 08:21:04"
USR00486,SES00486,add_to_cart,Mobile,North,Organic,Home,0.0,yes,"2025-10-05 19:23:46"
USR00489,SES00489,browse,Desktop,Unknown,Organic,Electronics,0.0,yes,"2025-10-12 06:41:36"
USR00490,SES00490,checkout,Unknown,East,"Social Media",Fashion,0.0,yes,"2025-10-22 08:34:03"
USR00491,SES00491,add_to_cart,Unknown,South,"Social Media",Beauty,0.0,yes,"2025-10-15 23:52:43"
USR00493,SES00493,add_to_cart,Tablet,West,"Google Ads",Sports,0.0,yes,"2025-10-23 17:09:14"
USR00495,SES00495,browse,Desktop,North,Email,Electronics,0.0,no,"2025-10-21 20:14:08"
USR00497,SES00497,browse,Desktop,Unknown,"Google Ads",Fashion,0.0,yes,"2025-10-13 08:10:41"
USR00499,SES00499,add_to_cart,Tablet,South,Organic,Fashion,0.0,yes,"2025-10-16 20:36:08"
USR00500,SES00500,add_to_cart,Desktop,North,"Social Media",Sports,0,yes,"2025-10-08 11:33:01"
USR00503,SES00503,browse,Tablet,West,Organic,Electronics,0.0,yes,"2025-10-21 04:48:03"
USR00505,SES00505,checkout,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-12 19:41:32"
USR00509,SES00509,browse,Mobile,East,"Social Media",Sports,0.0,no,"2025-10-15 13:50:04"
USR00511,SES00511,add_to_cart,Unknown,South,Organic,Sports,0.0,no,"2025-10-12 04:55:07"
USR00514,SES00514,browse,Unknown,South,"Social Media",Sports,0.0,yes,"2025-10-29 14:20:43"
USR00522,SES00522,browse,Mobile,North,"Google Ads",Sports,0.0,no,"2025-10-16 18:00:25"
USR00526,SES00526,browse,Mobile,North,Organic,Sports,0.0,yes,"2025-10-30 22:31:41"
USR00527,SES00527,browse,Unknown,North,"Social Media",Fashion,0.0,yes,"2025-10-14 22:03:40"
USR00531,SES00531,browse,Tablet,North,"Social Media",Electronics,0.0,yes,"2025-10-25 18:33:05"
USR00532,SES00532,purchase,Mobile,South,Email,Sports,1202.52,no,"2025-10-17 02:26:59"
USR00533,SES00533,browse,Mobile,Unknown,"Social Media",Beauty,0.0,yes,"2025-10-06 13:01:49"
USR00534,SES00534,purchase,Unknown,North,"Social Media",Fashion,1754.45,no,"2025-10-04 03:51:02"
USR00536,SES00536,browse,Tablet,South,Email,Sports,0.0,yes,"2025-10-10 21:27:32"
USR00543,SES00543,add_to_cart,Mobile,West,Organic,Fashion,0.0,yes,"2025-10-17 03:16:15"
USR00545,SES00545,purchase,Tablet,Unknown,Email,Home,1958.29,no,"2025-10-16 16:36:08"
USR00548,SES00548,checkout,Desktop,North,"Social Media",Electronics,0.0,no,"2025-10-03 06:58:15"
USR00549,SES00549,browse,Mobile,West,"Social Media",Sports,0.0,yes,"2025-10-30 21:44:45"
USR00552,SES00552,checkout,Desktop,North,"Google Ads",Beauty,0.0,yes,"2025-10-16 06:47:58"
USR00553,SES00553,browse,Tablet,North,"Social Media",Fashion,0.0,yes,"2025-10-11 21:43:48"
USR00554,SES00554,browse,Mobile,North,"Social Media",Beauty,0.0,yes,"2025-10-30 12:44:27"
USR00557,SES00557,checkout,Tablet,North,Organic,Electronics,0.0,yes,"2025-10-21 04:51:59"
USR00560,SES00560,browse,Desktop,West,"Google Ads",Sports,0.0,yes,"2025-10-13 00:13:45"
USR00565,SES00565,browse,Desktop,East,Organic,Home,0.0,no,"2025-10-22 20:57:40"
USR00568,SES00568,add_to_cart,Mobile,East,Organic,Electronics,0,yes,"2025-10-28 14:27:50"
USR00571,SES00571,add_to_cart,Mobile,South,Email,Fashion,0.0,no,"2025-10-05 15:56:32"
USR00573,SES00573,browse,Tablet,East,Email,Fashion,0.0,yes,"2025-10-14 06:15:14"
USR00577,SES00577,browse,Desktop,South,"Google Ads",Electronics,0.0,yes,"2025-10-14 07:42:56"
USR00578,SES00578,checkout,Mobile,East,"Social Media",Beauty,0.0,no,"2025-10-26 13:30:18"
USR00582,SES00582,browse,Desktop,West,"Google Ads",Home,0.0,yes,"2025-10-20 19:43:01"
USR00583,SES00583,purchase,Tablet,Unknown,"Social Media",Electronics,1980.42,no,"2025-10-14 03:26:32"
USR00586,SES00586,browse,Desktop,East,"Google Ads",Beauty,0.0,yes,"2025-10-29 02:29:46"
USR00588,SES00588,add_to_cart,Desktop,East,"Social Media",Electronics,0.0,yes,"2025-10-20 00:00:00"
USR00589,SES00589,add_to_cart,Tablet,West,Email,Sports,0.0,yes,"2025-10-10 02:26:02"
USR00593,SES00593,browse,Tablet,South,Organic,Beauty,0.0,yes,"2025-10-20 00:00:00"
USR00596,SES00596,browse,Desktop,West,"Google Ads",Sports,0.0,yes,"2025-10-02 07:33:46"
USR00600,SES00600,browse,Tablet,North,"Social Media",Electronics,0.0,yes,"2025-10-15 01:00:17"
USR00603,SES00603,purchase,Unknown,West,Organic,Beauty,1237.55,no,"2025-10-29 23:02:18"
USR00605,SES00605,browse,Unknown,South,Organic,Electronics,0,yes,"2025-10-30 05:38:34"
USR00606,SES00606,checkout,Tablet,West,"Social Media",Electronics,0.0,yes,"2025-10-02 02:53:58"
USR00611,SES00611,browse,Mobile,North,Organic,Electronics,0,yes,"2025-10-12 09:10:58"
USR00612,SES00612,add_to_cart,Desktop,West,"Google Ads",Fashion,0,yes,"2025-10-26 00:49:51"
USR00615,SES00615,checkout,Mobile,North,Organic,Home,0.0,yes,"2025-10-13 14:43:13"
USR00617,SES00617,add_to_cart,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-05 03:24:14"
USR00619,SES00619,browse,Desktop,West,"Google Ads",Electronics,0.0,yes,"2025-10-19 10:38:20"
USR00620,SES00620,add_to_cart,Mobile,Unknown,Email,Electronics,0.0,yes,"2025-10-15 05:20:37"
USR00621,SES00621,checkout,Mobile,North,"Social Media",Sports,0.0,yes,"2025-10-30 11:40:23"
USR00624,SES00624,browse,Desktop,West,"Google Ads",Electronics,0.0,yes,"2025-10-05 21:00:28"
USR00626,SES00626,add_to_cart,Desktop,North,"Google Ads",Beauty,0.0,yes,"2025-10-01 20:16:57"
USR00627,SES00627,browse,Mobile,South,Email,Beauty,0.0,yes,"2025-10-04 15:05:48"
USR00633,SES00633,browse,Mobile,East,Organic,Beauty,0,yes,"2025-10-02 09:29:23"
USR00638,SES00638,browse,Tablet,East,"Google Ads",Beauty,0.0,yes,"2025-10-21 07:24:24"
USR00639,SES00639,add_to_cart,Desktop,South,"Google Ads",Home,0.0,yes,"2025-10-20 00:00:00"
USR00640,SES00640,browse,Desktop,West,"Social Media",Electronics,0.0,yes,"2025-10-21 03:56:05"
USR00642,SES00642,browse,Desktop,West,"Google Ads",Electronics,0.0,yes,"2025-10-21 07:14:15"
USR00650,SES00650,add_to_cart,Desktop,East,Organic,Beauty,0,no,"2025-10-11 06:29:37"
USR00653,SES00653,add_to_cart,Tablet,North,Organic,Beauty,0.0,yes,"2025-10-24 22:35:01"
USR00654,SES00654,browse,Unknown,West,Organic,Fashion,0,yes,"2025-10-06 13:01:41"
USR00655,SES00655,browse,Tablet,East,"Google Ads",Sports,0,yes,"2025-10-30 00:28:58"
USR00656,SES00656,add_to_cart,Mobile,East,"Social Media",Fashion,0.0,yes,"2025-10-17 19:55:46"
USR00660,SES00660,browse,Tablet,North,"Social Media",Fashion,0,yes,"2025-10-19 23:37:28"
USR00661,SES00661,add_to_cart,Tablet,South,Organic,Beauty,0.0,yes,"2025-10-20 00:00:00"
USR00662,SES00662,browse,Tablet,South,Organic,Electronics,0.0,yes,"2025-10-26 16:08:24"
USR00664,SES00664,add_to_cart,Tablet,North,Organic,Electronics,0.0,yes,"2025-10-24 07:29:05"
USR00665,SES00665,add_to_cart,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-22 14:17:42"
USR00666,SES00666,add_to_cart,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-24 04:15:06"
USR00668,SES00668,add_to_cart,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-27 19:41:49"
USR00671,SES00671,checkout,Tablet,North,"Google Ads",Electronics,0.0,yes,"2025-10-27 15:59:10"
USR00673,SES00673,checkout,Mobile,East,Organic,Beauty,0.0,yes,"2025-10-27 15:21:46"
USR00675,SES00675,add_to_cart,Tablet,South,"Social Media",Sports,0.0,yes,"2025-10-31 16:35:14"
USR00676,SES00676,browse,Desktop,South,Email,Fashion,0.0,yes,"2025-10-28 21:39:05"
USR00677,SES00677,browse,Tablet,West,"Google Ads",Electronics,0.0,no,"2025-10-10 13:10:52"
USR00682,SES00682,browse,Tablet,North,"Google Ads",Home,0,yes,"2025-10-10 05:35:49"
USR00683,SES00683,checkout,Tablet,East,"Social Media",Beauty,0.0,yes,"2025-10-19 04:01:53"
USR00688,SES00688,checkout,Tablet,East,"Google Ads",Sports,0.0,yes,"2025-10-24 04:07:16"
